product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
xodo sign,xolido sign,90.0,apryse.com,,,"the idea behind eversign is helping both small and large businesses make the digital leap while guiding them every step of the way. we truly understand that a great deal of companies hesitate when it comes to managing and processing sensitive data such as contracts and business agreements in the cloud — this is why we dedicated ourselves to building a highly secure and well monitored e-signature platform that is ahead of its time in terms of functionality, while remaining affordable for both individuals and smbs, and bringing flexible workflows and an increase in time efficiency for large companies at the same time.",,,e-signature software,digital signatures,52.63157894736843
xperience,xperiencehr,90.0,,flapps.com,,,"xperiencehr is a web based employee time tracking solution with features such as invoicing, expense tracking, and project cost management.",,contact center,time tracking software,38.888888888888886
xpertdoc,xperto,85.71428571428572,,xperto.ph,,,"we make the optimal association management platform tailored for your audience, giving them the best learning experience for their professional growth.",,contract management,association management software,56.00000000000001
xros,xrs,85.71428571428572,,,,,,,instant messaging,fleet management and logistics,38.297872340425535
yabb,yabbu,88.88888888888889,,yabbu.com,,,"yabbu is a philosophy and a structured communication tool that turns your meetings into a simple and fun process from preparation to follow-up, delivering great results.",,forums and forum software,other collaboration software,56.60377358490566
yaguar,yaguara,92.3076923076923,mahadhi.com,,,"yaguar is a cloud-based erp system which is meant for smarter shipping operations that covers forwarding, nvocc, shipping agency, and vessel operations. it is a comprehensive software which increases the operational efficiency of your business. yaguar automates from your order booking process to receivables and it works well in windows, mac and linux operating systems.",,,shipping software,analytics,15.384615384615385
yahoo business mail,yahoo small business,92.3076923076923,,,,,,,email client,development tools,41.379310344827594
yala,yalla,88.88888888888889,yalabot.com,,,"yala is a social media scheduling bot, which enables users to share social media content by scheduling online posts.",,,social media marketing software,project collaboration,34.61538461538461
yandex appmetrica,yandex metrica,90.32258064516128,,metrica.yandex.com/promo,,,"it helps you get descriptive reports and record the actions of individual users, find out what people are searching for on your site, collect statistics on each ad. direct, and keep track of conversion rates - even while offline.",,mobile app marketing,analytics,27.586206896551722
yapp,yappy,88.88888888888889,yapp.us,,,create a mobile app for your next conference. customize and instantly publish apps in minutes with no design skills or coding required.,,,event management software,live chat,23.529411764705888
ycloud,ycloudx,92.3076923076923,ycloud.com,ycloudx.com,95.23809523809523,"ycloud was built for developers like you, we made our powerful apis to enable you to send, receive and track your business communications effortlessly and deploy your ideas into reality with just a few lines of code.","ycloudx is a user-centric, cloud-based cmms software designed to enhance maintenance operations. its intuitive ui and ux prioritize user-friendliness, making it easy for maintenance teams to streamline their tasks. this comprehensive solution offers various features, including automated preventive work orders, real-time timers for tracking maintenance progress, digital signatures for authentication, external work request management, inventory tracking, meter readings for data-driven insights, and a calendar for efficient scheduling. by leveraging these capabilities, ycloudx empowers organizations to optimize maintenance activities, reduce downtime, and boost overall productivity, ensuring that equipment and assets are well-maintained and operational.",31.967213114754102,conversational intelligence software,asset management software,52.459016393442624
yodle,yodlee,90.9090909090909,,,,,,,seo and sem,other fintech,33.333333333333336
yugabyte,yugabytedb,88.88888888888889,,yugabyte.com,,,"yugabytedb is turbocharged postgresql for business-critical transactional applications. 100% open source, it offers built-in resilience, on-demand scaling, and more!",,database,database software,64.0
zentao,zento,90.9090909090909,zentao.pm/index.html,,,"zentao is a project management software with full lifecycle support. it provides a complete solution for project management, product management, program management, iteration/phase management, quality management, document management, organization management and business management, which covers the core processes of r&d project management. with a simple and efficient operation, zentao's management philosophy focuses on practicality, and clearly distinguishes the concepts of product, project and test, in which the product managers, development team and testers are independent and cooperate. they interact with the other through requirements, tasks and bugs, and finally deliver a qualified product through the project. at present, zentao max has been upgraded to a general project management platform, which extends the management process forward to the strategic management level of the company on the one hand, and on the other hand, optimizes the management model by adding the waterfall and kanban models based on the agile model to support multiple development modes.",,,product management software,travel expense management,53.84615384615385
